Mods count: 248
 
jar name                                                                           | mod id (isMCreator)                            | mixin configs
framework-forge-1.20.1-0.8.0.jar                                                   | framework                                      | 
ftb-library-forge-2001.2.12.jar                                                    | ftblibrary                                     | ftblibrary-common.mixins.json
ftb-quests-forge-2001.4.18.jar                                                     | ftbquests                                      | 
ftb-teams-forge-2001.3.2.jar                                                       | ftbteams                                       | 
ftb-xmod-compat-forge-2.1.3.jar                                                    | ftbxmodcompat                                  | 
gamemenuremovegfarb-forge-mc1.19.4-2.1.2.jar                                       | gamemenuremovegfarb                            | gamemenuremovegfarb-common.mixins.json
geckolib-forge-1.20.1-4.8.3.jar                                                    | geckolib                                       | geckolib.mixins.json
    /META-INF/jarjar/mclib-20.jar                                                  |                                                | 
gliders-forge-1.1.7.jar                                                            | vc_gliders                                     | vc_gliders-common.mixins.json, vc_gliders.mixins.json
    /META-INF/jars/PalladiumCore-forge-1.20-2.0.0.0-forge.jar                      | palladiumcore                                  | palladiumcore-common.mixins.json, palladiumcore.mixins.json
    /META-INF/jars/playeranimator-658587-4587214.jar                               | playeranimator                                 | playerAnimator-common.mixins.json
GlitchCore-forge-1.20.1-0.0.1.1.jar                                                | glitchcore                                     | glitchcore.mixins.json, glitchcore.forge.mixins.json
gml-4.0.11-all.jar                                                                 |                                                | 
    /META-INF/jarjar/cgl-1.20-forge-0.3.3.jar                                      | commongroovylibrary                            | 
        /META-INF/jarjar/jankson-1.2.2.jar                                         |                                                | 
    /META-INF/jarjar/mdg-dsl.jar                                                   |                                                | 
    /META-INF/jarjar/srgutils-0.5.4.jar                                            |                                                | 
    /META-INF/jarjar/groovy-fat-4.0.11.jar                                         |                                                | 
        /META-INF/jarjar/jackson-core-2.15.2.jar                                   |                                                | 
        /META-INF/jarjar/jackson-dataformat-toml-2.15.2.jar                        |                                                | 
        /META-INF/jarjar/groovy-xml-4.0.13.jar                                     |                                                | 
        /META-INF/jarjar/groovy-contracts-4.0.13.jar                               |                                                | 
        /META-INF/jarjar/groovy-toml-4.0.13.jar                                    |                                                | 
        /META-INF/jarjar/jackson-databind-2.15.2.jar                               |                                                | 
        /META-INF/jarjar/groovy-nio-4.0.13.jar                                     |                                                | 
        /META-INF/jarjar/groovy-dateutil-4.0.13.jar                                |                                                | 
        /META-INF/jarjar/groovy-datetime-4.0.13.jar                                |                                                | 
        /META-INF/jarjar/groovy-macro-4.0.13.jar                                   |                                                | 
        /META-INF/jarjar/jackson-annotations-2.15.2.jar                            |                                                | 
        /META-INF/jarjar/groovy-templates-4.0.13.jar                               |                                                | 
        /META-INF/jarjar/groovy-ginq-4.0.13.jar                                    |                                                | 
        /META-INF/jarjar/groovy-4.0.13.jar                                         |                                                | 
        /META-INF/jarjar/groovy-macro-library-4.0.13.jar                           |                                                | 
        /META-INF/jarjar/groovy-typecheckers-4.0.13.jar                            |                                                | 
        /META-INF/jarjar/groovy-json-4.0.13.jar                                    |                                                | 
    /META-INF/jarjar/mod-4.0.11.jar                                                | gml                                            | 
    /META-INF/jarjar/script-mods-4.0.11-all.jar                                    |                                                | 
handcrafted-forge-1.20.1-3.0.6.jar                                                 | handcrafted                                    | handcrafted.mixins.json, handcrafted-common.mixins.json
horror_element_mod-1.6.3-forge-1.20.1.jar                                          | horror_element_mod                             | 
ImmediatelyFast-Forge-1.5.4+1.20.4.jar                                             | immediatelyfast                                | immediatelyfast-common.mixins.json, immediatelyfast-forge.mixins.json
    /META-INF/jars/Reflect-1.6.1+curseforge.jar                                    |                                                | 
immersive_aircraft-1.4.0+1.20.1-forge.jar                                          | immersive_aircraft                             | immersive_aircraft.mixins.json
    /META-INF/jars/MathParser.org-mXparser-5.2.1.jar                               |                                                | 
immersive_weathering-1.20.1-2.0.5-forge.jar                                        | immersive_weathering                           | immersive_weathering-common.mixins.json, immersive_weathering.mixins.json
immersive_weathering_pandas_compat-1.0.0-all.jar                                   | immersive_weathering_pandas_compat             | immersive_weathering_pandas_compat.mixins.json
improved-village-placement-1.1.2.jar                                               | improved_village_placement                     | 
incontrol-1.20-9.4.6.jar                                                           | incontrol                                      | 
insanelib-1.23.4.3.jar                                                             | insanelib                                      | mixins.insanelib.json, mixins.insanelib.refmap.json
inventorysorter-1.20.1-23.0.8.jar                                                  | inventorysorter                                | 
IrisSearch-1.2.0-forge.jar                                                         | iris_search                                    | iris_search.mixins.json
Item Scrapper Pack - Armor  Tools.jar                                              | item_scrapper_armorandtools                    | 
Item Scrapper Pack - TACZ.jar                                                      | item_scrapper_taczpack                         | 
item-filters-forge-2001.1.0-build.59.jar                                           | itemfilters                                    | itemfilters-common.mixins.json
Item-Obliterator-NeoForge-MC1.20.1-2.3.1.jar                                       | item_obliterator                               | item_obliterator.mixins.json
item_scrapper-1.3.0.jar                                                            | item_scrapper                                  | item_scrapper.mixins.json
itemscrapperpack-ma-1.20.1forge-1.0.0.jar                                          | item_scrapper_marbledsarsenal                  | 
Jade-1.20.1-Forge-11.13.2.jar                                                      | jade                                           | jade.mixins.json
jamlib-forge-1.3.6+1.20.1.jar                                                      | jamlib                                         | jamlib.client.mixins.json, jamlib.mixins.json
    /META-INF/jars/jankson-1.2.3.jar                                               |                                                | 
jeffs_cursed_walking_structures-3.3.0-forge-1.20.1.jar                             | jeffs_cursed_walking_structures (MCreator mod) | mixins.jeffs_cursed_walking_structures.json
jei-1.20.1-forge-15.20.0.112.jar                                                   | jei                                            | 
Keerdm Zombie Apocalypse Essentials (TACZ) 1.42.jar                                | keerdm_zombie_essentials                       | 
konkrete_forge_1.8.0_MC_1.20-1.20.1.jar                                            | konkrete                                       | konkrete.mixin-refmap.json, konkrete.mixin.json
kotlinforforge-4.12.0-all.jar                                                      |                                                | 
    /META-INF/jarjar/kfflang-4.12.0.jar                                            |                                                | 
    /META-INF/jarjar/kfflib-4.12.0.jar                                             |                                                | 
    /META-INF/jarjar/kffmod-4.12.0.jar                                             | kotlinforforge                                 | 
kubejs-forge-2001.6.5-build.16.jar                                                 | kubejs                                         | kubejs-common.mixins.json, kubejs-forge.mixins.json
lc2h-3.5.0.jar                                                                     | lc2h                                           | mixins.lc2h.json, mixins.lc2h.refmap.json
letmedespawn-1.20.x-forge-1.5.0.jar                                                | letmedespawn                                   | letmedespawn.mixins.json
letsdo-API-forge-1.2.15-forge.jar                                                  | doapi                                          | doapi-common.mixins.json, doapi.mixins.json
    /META-INF/jars/jankson-1.2.1.jar                                               |                                                | 
letsdo-bloomingnature-forge-1.0.12.jar                                             | bloomingnature                                 | bloomingnature-common.mixins.json
letsdo-herbalbrews-forge-1.0.12.jar                                                | herbalbrews                                    | herbalbrews-forge.mixins.json
lithostitched-forge-1.20.1-1.4.11.jar                                              | lithostitched                                  | lithostitched.mixins.json, lithostitched.forge.mixins.json
lootjs-forge-1.20.1-2.13.0.jar                                                     | lootjs                                         | lootjs-forge.mixins.json, lootjs-common.mixins.json
lootr-forge-1.20-0.7.35.94.jar                                                     | lootr                                          | lootr.mixins.json
lostcities-1.20-7.4.11.jar                                                         | lostcities                                     | 
majrusz-library-forge-1.20.1-7.0.8.jar                                             | majruszlibrary                                 | majruszlibrary-forge.mixins.json, majruszlibrary-common.mixins.json
marbledsarsenal-1.20.1forge-2.4.0.0.jar                                            | marbledsarsenal                                | 
marbledsfirstaid-1.20.1forge-1.2.0.0.jar                                           | marbledsfirstaid                               | 
marbledsmelees-1.20.1-1.0.0.jar                                                    | marbledsmelees                                 | 
mcore-1.20.1-1.0.3.0.jar                                                           | mcore                                          | 
mebahel-zombie-horde-1.2.0-1.20.1.jar                                              | mebahel-zombie-horde                           | mebahel-zombie-horde.mixins.json
melody_forge_1.0.3_MC_1.20.1-1.20.4.jar                                            | melody                                         | melody.forge.mixins.json, melody.mixins.json
MineTraps-1.20.2-(v.2.3.0a).jar                                                    | minetraps                                      | 
mobcontrol-1.20.1-1.5.15.jar                                                       | mobcontrol                                     | mobcontrol.forge.mixins.json, mobcontrol.mixins.json
modernfix-forge-5.27.51+mc1.20.1.jar                                               | modernfix                                      | modernfix-modernfix.mixins.json
money.jar                                                                          | money (MCreator mod)                           | 
moonlight-1.20-2.16.28-forge.jar                                                   | moonlight                                      | moonlight.mixins.json, moonlight-common.mixins.json
MouseTweaks-forge-mc1.20.1-2.25.1.jar                                              | mousetweaks                                    | mousetweaks-fabric.mixins.json, mousetweaks.mixins.refmap.json, mousetweaks.mixins.json
musictriggers-7.0.4.jar                                                            |                                                | 
MutantMonsters-v8.0.7-1.20.1-Forge.jar                                             | mutantmonsters                                 | mutantmonsters.common.mixins.json
MyServerIsCompatible-1.20-1.0.jar                                                  | myserveriscompatible                           | myserveriscompatible.mixins.json
NaNny-1.0.1.jar                                                                    | nanny                                          | 
Necronomicon-Forge-1.6.0+1.20.1.jar                                                | necronomicon                                   | necronomicon-common.mixins.json
nobz-1.3.jar                                                                       | nobz                                           | 
noisium-forge-2.3.0+mc1.20-1.20.1.jar                                              | noisium                                        | noisium-common.mixins.json
nopoof-1.20.1-1.0.0.jar                                                            | nopoof                                         | nopoof.mixins.json
nostartupmessages-1.0.1.jar                                                        | nostartupmessages                              | 
Not Enough Recipe Book-FORGE-0.4.1+1.20.1.jar                                      | nerb                                           | nerb-common.mixins.json
notenoughanimations-forge-1.11.3-mc1.20.1.jar                                      | notenoughanimations                            | notenoughanimations.refmap.mixins.json, notenoughanimations.mixins.json
    /META-INF/jars/TRansition-1.0.12-1.20.1-forge-SNAPSHOT.jar                     | transition                                     | transition.mixins.json, transition.refmap.mixins.json
    /META-INF/jars/TRender-1.0.10-1.20.1-forge-SNAPSHOT.jar                        | trender                                        | trender.mixins.json, trender.refmap.mixins.json
novillagerdm-1.20.1-5.0.0.jar                                                      | novillagerdm                                   | 
OctoLib-FORGE-0.5.0.1+1.20.1.jar                                                   | octolib                                        | octolib-common.mixins.json
    /META-INF/jars/snakeyaml-2.2.jar                                               |                                                | 
oculus-mc1.20.1-1.8.0.jar                                                          | oculus                                         | mixins.oculus.compat.sodium.json, sodiumCompatibility-oculus-mixins-refmap.json, mixins.oculus.integrationtest.json, mixins.oculus.compat.dh.json, mixins.oculus.vertexformat.json, mixins.oculus.fixes.maxfpscrash.json, oculus-batched-entity-rendering.mixins.json, mixins.oculus.compat.indium.json, mixins.oculus.json, oculus-mixins-refmap.json, mixins.oculus.compat.indigo.json, mixins.oculus.bettermipmaps.json, mixins.oculus.compat.pixelmon.json, mixins.oculus.fantastic.json
    /META-INF/jars/jcpp-1.4.14.jar                                                 |                                                | 
open-parties-and-claims-forge-1.20.1-0.27.5.jar                                    | openpartiesandclaims                           | openpartiesandclaims.create.forge.mixins.json, openpartiesandclaims.mixins.json, openpartiesandclaims.forge.mixins.json, openpartiesandclaims.create.mixins.json
OpenLoader-Forge-1.20.1-19.0.5.jar                                                 | openloader                                     | 
packetfixer-3.3.1-1.18-1.20.4-merged.jar                                           | packetfixer                                    | packetfixer.v1_20_2.neoforge.mixins.json, packetfixer.v1_20_2.fabric.mixins.json, packetfixer.v1_19_3.fabric.mixins.json, packetfixer.v1_19_4.forge.mixins.json, packetfixer.v1_19_3.forge.mixins.json, packetfixer.v1_18.forge.mixins.json, packetfixer.v1_20_2.forge.mixins.json, packetfixer.v1_19.forge.mixins.json, packetfixer.v1_18.fabric.mixins.json, packetfixer.v1_19.fabric.mixins.json
pandalib-forge-mc1.20-0.5.2-SNAPSHOT.jar                                           | pandalib                                       | pandalib-common.mixins.json, pandalib.mixins.json
particular-1.20.1-Forge-1.2.7.jar                                                  | particular                                     | particular.mixins.json
Patchouli-1.20.1-85-FORGE.jar                                                      | patchouli                                      | patchouli_xplat.mixins.json
PhilipsRuins1.20.1-5.7.jar                                                         | philipsruins                                   | 
Placebo-1.20.1-8.6.3.jar                                                           | placebo                                        | placebo.mixins.json
player-animation-lib-forge-1.0.2-rc1+1.20.jar                                      | playeranimator                                 | playerAnimator-common.mixins.json
polymorph-forge-0.49.10+1.20.1.jar                                                 | polymorph                                      | polymorph.mixins.json, polymorph-integrations.forge.mixins.json
    /META-INF/jarjar/spectrelib-forge-0.13.17+1.20.1.jar                           | spectrelib                                     | 
powderedup-0.7.1.jar                                                               | powderedup                                     | powderedup.mixins.json
projectvibrantjourneys-1.20.1-6.2.1.jar                                            | projectvibrantjourneys                         | projectvibrantjourneys.mixins.json
propertymodifier-1.20.1-0.1-all.jar                                                | propertymodifier                               | propertymodifier.mixins.json
PuzzlesLib-v8.1.33-1.20.1-Forge.jar                                                | puzzleslib                                     | puzzleslib.common.mixins.json, puzzleslib.forge.mixins.json
    /META-INF/jarjar/puzzlesaccessapi-forge-20.1.1.jar                             | puzzlesaccessapi                               | puzzlesaccessapi.forge.mixins.json, puzzlesaccessapi.common.mixins.json
quantified api-omni-2.2.0.jar                                                      | quantified                                     | 
realmrpg_skeletons-1.1.0-forge-1.20.1.jar                                          | realmrpg_skeletons (MCreator mod)              | 
refurbished_furniture-forge-1.20.1-1.0.20.jar                                      | refurbished_furniture                          | refurbished_furniture.common.mixins.json
resourcefullib-forge-1.20.1-2.1.29.jar                                             | resourcefullib                                 | 
    /META-INF/jars/yabn-1.0.3.jar                                                  | com_teamresourceful_yabn                       | 
    /META-INF/jars/bytecodecs-1.0.2.jar                                            | com_teamresourceful_bytecodecs                 | 
responsiveshields-2.3-mc1.18-19-20.x.jar                                           | responsiveshields                              | responsiveshields.mixin-refmap.json, responsiveshields.mixin.json
rhino-forge-2001.2.3-build.10.jar                                                  | rhino                                          | rhino-common.mixins.json
rightclickharvest-forge-4.6.1+1.20.1.jar                                           | rightclickharvest                              | rightclickharvest.mixins.json
ritchiesprojectilelib-2.1.1-mc.1.20.1-forge.jar                                    | ritchiesprojectilelib                          | ritchiesprojectilelib.mixins.json, ritchiesprojectilelib-forge.mixins.json
rotten_flesh_to_leather-1.0.0.jar                                                  | rotten_flesh_to_leather (MCreator mod)         | 
ScalingMobs-2.4.3.jar                                                              | scalingmobs                                    | scaling_mobs.mixin-refmap.json, scaling_mobs.mixin.json
Searchables-forge-1.20.1-1.0.3.jar                                                 | searchables                                    | searchables.forge.mixins.json, searchables.mixins.json
SereneSeasons-forge-1.20.1-9.1.0.2.jar                                             | sereneseasons                                  | sereneseasons.forge.mixins.json, sereneseasons.mixins.json
serverpress-Forge-1.20.1-0.8.jar                                                   | serverpress                                    | 
ShoulderSurfing-Forge-1.20.1-4.22.1.jar                                            | shouldersurfing                                | shouldersurfing.forge.mixins.json, shouldersurfing.forge.compat.mixins.json, shouldersurfing.common.mixins.json, shouldersurfing.common.compat.mixins.json
simple_snowy_fix-forge-1.19-1.20.1-2.1.5.jar                                       | simple_snowy_fix                               | simple_snowy_fix.mixins.json, simple_snowy_fix-forge.mixins.json
simpleshops-1.2.2.jar                                                              | simpleshops                                    | 
simply_traps-1.7-forge-1.20.1.jar                                                  | simply_traps (MCreator mod)                    | 
simplylight-1.20.1-1.4.6-build.50.jar                                              | simplylight                                    | 
Sky's Overworld Netherite 2.8 1.20.1 Forge.jar                                     | overworld_netherite_ore (MCreator mod)         | 
sliceanddice-forge-3.6.0.jar                                                       | sliceanddice                                   | sliceanddice.mixins.json
SmartBrainLib-forge-1.20.1-1.15.jar                                                | smartbrainlib                                  | 
smoothboot(reloaded)-mc1.20.1-0.0.4.jar                                            | smoothboot                                     | smoothboot.mixins.json
SoLOnion_FORGE_v1.4.5_mc1.20.1.jar                                                 | solonion                                       | 
Sona-1.20.1-forge-1.5.1.jar                                                        | sona                                           | sona.mixins.json
sophisticatedbackpacks-1.20.1-3.23.17.1246.jar                                     | sophisticatedbackpacks                         | 
sophisticatedcore-1.20.1-1.2.60.987.jar                                            | sophisticatedcore                              | 
sound-physics-remastered-forge-1.20.1-1.4.10.jar                                   | sound_physics_remastered                       | sound_physics_remastered.mixins.json
starterkit-1.20.1-7.4.jar                                                          | starterkit                                     | starterkit_forge.mixins.json, starterkit_fabric.mixins.json
Steam_Rails-1.7.2+forge-mc1.20.1.jar                                               | railways                                       | railways.mixins.json, railways-common.mixins.json
storage_shelves-1.1.2-forge-1.20.1.jar                                             | storage_shelves (MCreator mod)                 | 
structure_gel-1.20.1-2.16.2.jar                                                    | structure_gel                                  | structure_gel.mixins.json
structurecontrol-1.20.1-1.8.5.jar                                                  | structurecontrol                               | structurecontrol.mixins.json, structurecontrol.forge.mixins.json
super_resolution-forge-1.20.1-0.8.3-alpha.6+opengl.jar                             | super_resolution                               | super_resolution.mixins.json, super_resolution.shadercompat.mixins.json, super_resolution_irisapi.mixins.json, super_resolution-forge-compat.mixins.json, super_resolution-forge.mixins.json, super_resolution.hack.mixins.json
    /META-INF/jarjar/bus-8.0.5.jar                                                 |                                                | 
    /META-INF/jarjar/lwjgl-vma-3.3.4-merged.jar                                    |                                                | 
    /META-INF/jarjar/lwjgl-vulkan-3.3.4.jar                                        |                                                | 
survival_instinct-1.0.2-forge-1.20.1.jar                                           | survival_instinct (MCreator mod)               | 
tacz-1.20.1-1.1.6-hotfix.jar                                                       | tacz                                           | tacz.mixins.json
    /META-INF/jarjar/commons-math3-3.6.1.jar                                       |                                                | 
    /META-INF/jarjar/luaj-core-3.0.8-figura.jar                                    |                                                | 
    /META-INF/jarjar/luaj-jse-3.0.8-figura.jar                                     |                                                | 
    /META-INF/jarjar/bcel-6.6.1.jar                                                |                                                | 
taczaddon-1.20.1-1.1.6.jar                                                         | taczaddon                                      | taczaddon.mixins.json
temporalapi-1.6.7.jar                                                              | temporalapi                                    | 
tenshilib-1.20.1-1.7.6-forge.jar                                                   | tenshilib                                      | tenshilib.mixins.json
Terralith_1.20.x_v2.5.4.jar                                                        | terralith                                      | 
the_deep_void-1.28-forge-1.20.1.jar                                                | the_deep_void (MCreator mod)                   | 
the_deeper_void-2.0.5-forge-1.20.1.jar                                             | the_deeper_void (MCreator mod)                 | mixins.the_deeper_void.json
theimpossiblelibrary-0.4.7.jar                                                     | theimpossibleloader                            | 
threatengl-forge-2.0.4-release.10.jar                                              | threatengl                                     | threatengl.mixins.json
tidal-towns-1.3.4.jar                                                              | mr_tidal_towns                                 | 
Tips-Forge-1.20.1-12.1.9.jar                                                       | tipsmod                                        | 
ToastControl-1.20.1-8.0.3.jar                                                      | toastcontrol                                   | toastcontrol.mixins.json
ToolBelt-1.20.1-1.20.02.jar                                                        | toolbelt                                       | 
tp_shooting-1.20.1-5.1.1+tacz1.1.6-all.jar                                         | tp_shooting                                    | tp_shooting.mixins.json
trashslot-forge-1.20.1-15.1.4.jar                                                  | trashslot                                      | trashslot.mixins.json
TslatEffectsLib-forge-1.20.1-1.8.7.jar                                             | tslateffectslib                                | tslateffectslib.mixins.json
txnilib-forge-1.0.24-1.20.1.jar                                                    | txnilib                                        | mixins.txnilib.json
    /META-INF/jars/fabric-api-0.92.2+1.11.12+1.20.1.jar                            | fabric_api                                     | 
        /META-INF/jarjar/fabric-transitive-access-wideners-v1-4.3.1+1880499877.jar | fabric_transitive_access_wideners_v1           | 
        /META-INF/jarjar/fabric-transfer-api-v1-3.3.5+631c9cd677.jar               | fabric_transfer_api_v1                         | fabric-transfer-api-v1.mixins.json
        /META-INF/jarjar/fabric-sound-api-v1-1.0.13+4f23bd8477.jar                 | fabric_sound_api_v1                            | fabric-sound-api-v1.mixins.json
        /META-INF/jarjar/fabric-screen-handler-api-v1-1.3.30+561530ec77.jar        | fabric_screen_handler_api_v1                   | fabric-screen-handler-api-v1.mixins.json
        /META-INF/jarjar/fabric-screen-api-v1-2.0.8+45a670a577.jar                 | fabric_screen_api_v1                           | fabric-screen-api-v1.mixins.json
        /META-INF/jarjar/fabric-resource-loader-v0-0.11.10+bcd08ed377.jar          | fabric_resource_loader_v0                      | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
        /META-INF/jarjar/fabric-resource-conditions-api-v1-2.3.8+9e342fc177.jar    | fabric_resource_conditions_api_v1              | fabric-resource-conditions-api-v1.mixins.json
        /META-INF/jarjar/fabric-rendering-v1-3.0.8+66e9a48f77.jar                  | fabric_rendering_v1                            | fabric-rendering-v1.mixins.json
        /META-INF/jarjar/fabric-rendering-fluids-v1-3.0.28+4ac5e37a77.jar          | fabric_rendering_fluids_v1                     | fabric-rendering-fluids-v1.mixins.json
        /META-INF/jarjar/fabric-rendering-data-attachment-v1-0.3.37+a6081afc77.jar | fabric_rendering_data_attachment_v1            | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json
        /META-INF/jarjar/fabric-renderer-indigo-1.5.2+b5b2da4177.jar               | fabric_renderer_indigo                         | fabric-renderer-indigo.mixins.json
        /META-INF/jarjar/fabric-renderer-api-v1-3.2.1+cf68abbe77.jar               | fabric_renderer_api_v1                         | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json
        /META-INF/jarjar/fabric-registry-sync-v0-2.3.3+1c0ea72177.jar              | fabric_registry_sync_v0                        | fabric-registry-sync-v0.mixins.json, fabric-registry-sync-v0.client.mixins.json
        /META-INF/jarjar/fabric-recipe-api-v1-1.0.21+514a076577.jar                | fabric_recipe_api_v1                           | fabric-recipe-api-v1.mixins.json
        /META-INF/jarjar/fabric-particles-v1-1.1.2+78e1ecb877.jar                  | fabric_particles_v1                            | fabric-particles-v1.client.mixins.json
        /META-INF/jarjar/fabric-object-builder-api-v1-11.1.3+4bd998fa77.jar        | fabric_object_builder_api_v1                   | fabric-object-builder-v1.mixins.json
        /META-INF/jarjar/fabric-networking-api-v1-1.3.11+503a202477.jar            | fabric_networking_api_v1                       | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json
        /META-INF/jarjar/fabric-models-v0-0.4.2+7c3892a477.jar                     | fabric_models_v0                               | 
        /META-INF/jarjar/fabric-model-loading-api-v1-1.0.3+6274ab9d77.jar          | fabric_model_loading_api_v1                    | fabric-model-loading-api-v1.mixins.json
        /META-INF/jarjar/fabric-mining-level-api-v1-2.1.50+561530ec77.jar          | fabric_mining_level_api_v1                     | fabric-mining-level-api-v1.mixins.json
        /META-INF/jarjar/fabric-message-api-v1-5.1.9+52cc178c77.jar                | fabric_message_api_v1                          | fabric-message-api-v1.client.mixins.json, fabric-message-api-v1.mixins.json
        /META-INF/jarjar/fabric-loot-api-v2-1.2.1+eb28f93e77.jar                   | fabric_loot_api_v2                             | fabric-loot-api-v2.mixins.json
        /META-INF/jarjar/fabric-loader-2.6.0+0.15.0+1.20.1-full.jar                |                                                | 
        /META-INF/jarjar/fabric-lifecycle-events-v1-2.2.22+afab492177.jar          | fabric_lifecycle_events_v1                     | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
        /META-INF/jarjar/fabric-key-binding-api-v1-1.0.37+561530ec77.jar           | fabric_key_binding_api_v1                      | fabric-key-binding-api-v1.mixins.json
        /META-INF/jarjar/fabric-item-group-api-v1-4.0.12+c9161c2d77.jar            | fabric_item_group_api_v1                       | fabric-item-group-api-v1.client.mixins.json, fabric-item-group-api-v1.mixins.json
        /META-INF/jarjar/fabric-item-api-v1-2.1.28+4d0bbcfa77.jar                  | fabric_item_api_v1                             | fabric-item-api-v1.client.mixins.json, fabric-item-api-v1.mixins.json
        /META-INF/jarjar/fabric-game-rule-api-v1-1.0.40+683d4da877.jar             | fabric_game_rule_api_v1                        | fabric-game-rule-api-v1.mixins.json, fabric-game-rule-api-v1.client.mixins.json
        /META-INF/jarjar/fabric-events-interaction-v0-0.6.2+0d0bd5a777.jar         | fabric_events_interaction_v0                   | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json
        /META-INF/jarjar/fabric-entity-events-v1-1.6.0+4ca7515277.jar              | fabric_entity_events_v1                        | fabric-entity-events-v1.client.mixins.json, fabric-entity-events-v1.mixins.json
        /META-INF/jarjar/fabric-dimensions-v1-2.1.54+8005d10d77.jar                | fabric_dimensions_v1                           | 
        /META-INF/jarjar/fabric-data-generation-api-v1-12.3.4+369cb3a477.jar       | fabric_data_generation_api_v1                  | fabric-data-generation-api-v1.mixins.json
        /META-INF/jarjar/fabric-data-attachment-api-v1-1.0.0+30ef839e77.jar        | fabric_data_attachment_api_v1                  | fabric-data-attachment-api-v1.mixins.json, fabric-data-attachment-api-v1.client.mixins.json
        /META-INF/jarjar/fabric-convention-tags-v1-1.5.5+fa3d1c0177.jar            | fabric_convention_tags_v1                      | 
        /META-INF/jarjar/fabric-content-registries-v0-4.0.11+a670df1e77.jar        | fabric_content_registries_v0                   | fabric-content-registries-v0.mixins.json
        /META-INF/jarjar/fabric-command-api-v2-2.2.13+561530ec77.jar               | fabric_command_api_v2                          | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
        /META-INF/jarjar/fabric-command-api-v1-1.2.34+f71b366f77.jar               | fabric_command_api_v1                          | 
        /META-INF/jarjar/fabric-client-tags-api-v1-1.1.2+5d6761b877.jar            | fabric_client_tags_api_v1                      | 
        /META-INF/jarjar/fabric-blockrenderlayer-v1-1.1.41+1d0da21e77.jar          | fabric_blockrenderlayer_v1                     | fabric-blockrenderlayer-v1.mixins.json
        /META-INF/jarjar/fabric-block-view-api-v2-1.0.1+0767707077.jar             | fabric_block_view_api_v2                       | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json
        /META-INF/jarjar/fabric-block-api-v1-1.0.11+0e6cb7f777.jar                 | fabric_block_api_v1                            | 
        /META-INF/jarjar/fabric-biome-api-v1-13.0.13+dc36698e77.jar                | fabric_biome_api_v1                            | fabric-biome-api-v1.mixins.json
        /META-INF/jarjar/fabric-api-lookup-api-v1-1.6.36+67f9824077.jar            | fabric_api_lookup_api_v1                       | fabric-api-lookup-api-v1.mixins.json
        /META-INF/jarjar/fabric-api-base-0.4.31+ef105b4977.jar                     | fabric_api_base                                | fabric-api-base.init.mixins.json
u_team_core-forge-1.20.1-5.1.4.382.jar                                             | uteamcore                                      | uteamcore.mixins.refmap.json, uteamcore.mixins.json
UndergroundBunkers-1.0.5-1.20.x-forge.jar                                          | underground_bunkers                            | 
UniLib-1.2.1+1.20.1-forge.jar                                                      | unilib                                         | 
voicechat-forge-1.20.1-2.6.12.jar                                                  | voicechat                                      | 
walkietalkie-forge-1.20.1-1.3.0.jar                                                | walkietalkie                                   | 
watut-forge-1.20.1-1.2.3.jar                                                       | watut                                          | watut_fabric.mixins.json, watut.mixins.json
wits-1.1.0+1.20.1-forge.jar                                                        | wits                                           | wits-common.mixins.json
Xaeros_Minimap_FP24.2.0_Forge_1.20.jar                                             | xaerominimapfair                               | 
XaerosWorldMap_1.39.12_Forge_1.20.jar                                              | xaeroworldmap                                  | xaeroworldmap.forge.mixins.json, xaeroworldmap.mixins.json
xrayreporter-1.1.1.jar                                                             | xrayreporter                                   | xrayreporter.mixins.json
YungsApi-1.20-Forge-4.0.6.jar                                                      | yungsapi                                       | yungsapi.mixins.json, yungsapi_forge.mixins.json
YungsBetterDungeons-1.20-Forge-4.0.4.jar                                           | betterdungeons                                 | betterdungeons_forge.mixins.json, betterdungeons.mixins.json
YungsBetterMineshafts-1.20-Forge-4.0.4.jar                                         | bettermineshafts                               | bettermineshafts_forge.mixins.json, bettermineshafts.mixins.json
Zombie Survival Kit-1.20.1-forge-2.1.8.jar                                         | zombiekit                                      | zombiekit.mixins.json
zombies_plus-2.1.2-1.20-.4(excl.3)-[forge-fabric].jar                              | zombies_plus                                   | forge-zombies_plus.modMixins.json
